user_id,session_id,date,device,traffic_source,category,price,product_view,add_to_cart,checkout,purchase,revenue
U04507,S04507,2026-01-02,Mobile,Google,Clothing,2230.0,1,0,0,0,0.0
U03489,S03489,2026-01-02,Mobile,Instagram,Electronics,2352.0,1,0,0,0,0.0
U05609,S05609,2026-01-02,Mobile,Direct,Beauty,770.0,1,0,0,0,0.0
U10500,S10500,2026-01-02,Desktop,Instagram,Electronics,1209.0,1,0,0,0,0.0
U01192,S01192,2026-01-02,Mobile,Facebook,Electronics,4920.0,1,1,0,0,0.0
U00238,S00238,2026-01-02,Desktop,Google,Home,7625.0,1,0,0,0,0.0
U05036,S05036,2026-01-02,Mobile,Direct,Clothing,2955.0,1,0,0,0,0.0
U07452,S07452,2026-01-02,Mobile,Google,Shoes,5647.0,1,1,1,0,0.0
U02956,S02956,2026-01-02,Mobile,Instagram,Shoes,843.0,1,0,0,0,0.0
U08204,S08204,2026-01-02,Mobile,Direct,Electronics,6851.0,1,0,0,0,0.0
U10862,S10862,2026-01-02,Desktop,Facebook,Home,17931.0,1,0,0,0,0.0
U08389,S08389,2026-01-02,Mobile,Instagram,Clothing,2266.0,1,0,0,0,0.0
U08383,S08383,2026-01-02,Mobile,Google,Clothing,1668.0,1,1,1,0,0.0
U04312,S04312,2026-01-02,Desktop,Direct,Beauty,11949.0,1,1,1,1,11949.0
U08356,S08356,2026-01-02,Desktop,Google,Home,4167.0,1,0,0,0,0.0
U07453,S07453,2026-01-02,Mobile,Direct,Shoes,952.0,1,0,0,0,0.0
U09535,S09535,2026-01-02,Desktop,Instagram,Clothing,2417.0,1,0,0,0,0.0
U02967,S02967,2026-01-02,Mobile,Direct,Clothing,1241.0,1,0,0,0,0.0
U07984,S07984,2026-01-02,Tablet,Instagram,Beauty,441.0,1,0,0,0,0.0
U11332,S11332,2026-01-02,Tablet,Facebook,Home,3202.0,1,1,1,1,3202.0
U11900,S11900,2026-01-02,Tablet,Google,Clothing,10461.0,1,1,1,1,10461.0
U11335,S11335,2026-01-02,Mobile,Google,Shoes,1583.0,1,0,0,0,0.0
U06685,S06685,2026-01-02,Mobile,Facebook,Clothing,4181.0,1,0,0,0,0.0
U03176,S03176,2026-01-02,Mobile,Facebook,Clothing,2582.0,1,0,0,0,0.0
U07576,S07576,2026-01-02,Tablet,Google,Home,2229.0,1,1,0,0,0.0
U03696,S03696,2026-01-02,Mobile,Direct,Home,1891.0,1,0,0,0,0.0
U05105,S05105,2026-01-02,Desktop,Google,Home,309.0,1,1,1,1,309.0
U06518,S06518,2026-01-02,Desktop,Facebook,Beauty,11660.0,1,1,1,1,11660.0
U05340,S05340,2026-01-02,Mobile,Google,Electronics,4188.0,1,0,0,0,0.0
U07993,S07993,2026-01-02,Mobile,Direct,Beauty,6998.0,1,1,0,0,0.0
U11224,S11224,2026-01-02,Mobile,Direct,Clothing,2385.0,1,0,0,0,0.0
U09903,S09903,2026-01-02,Desktop,Direct,Shoes,4427.0,1,1,1,1,4427.0
U05045,S05045,2026-01-02,Mobile,Direct,Clothing,6144.0,1,1,1,0,0.0
U10697,S10697,2026-01-02,Mobile,Instagram,Beauty,4097.0,1,1,1,1,4097.0
U11796,S11796,2026-01-02,Desktop,Email,Electronics,12284.0,1,1,1,0,0.0
U09600,S09600,2026-01-02,Mobile,Facebook,Shoes,845.0,1,1,1,1,845.0
U04977,S04977,2026-01-02,Mobile,Google,Home,503.0,1,1,1,1,503.0
U08460,S08460,2026-01-02,Mobile,Direct,Shoes,830.0,1,1,1,1,830.0
U10888,S10888,2026-01-02,Desktop,Google,Home,4450.0,1,0,0,0,0.0
U02396,S02396,2026-01-02,Tablet,Google,Shoes,1418.0,1,1,1,1,1418.0
U09614,S09614,2026-01-02,Mobile,Google,Home,5465.0,1,1,0,0,0.0
U00381,S00381,2026-01-03,Mobile,Direct,Shoes,1010.0,1,0,0,0,0.0
U10789,S10789,2026-01-03,Mobile,Direct,Electronics,4315.0,1,0,0,0,0.0
U10495,S10495,2026-01-03,Desktop,Facebook,Home,3385.0,1,0,0,0,0.0
U00194,S00194,2026-01-03,Desktop,Instagram,Home,890.0,1,0,0,0,0.0
U04328,S04328,2026-01-03,Desktop,Email,Home,1058.0,1,1,0,0,0.0
U01830,S01830,2026-01-03,Mobile,Google,Beauty,5381.0,1,1,1,0,0.0
U00205,S00205,2026-01-03,Mobile,Instagram,Electronics,414.0,1,0,0,0,0.0
U07761,S07761,2026-01-03,Mobile,Direct,Beauty,941.0,1,0,0,0,0.0
U01718,S01718,2026-01-03,Mobile,Google,Shoes,312.0,1,1,1,1,312.0
U01318,S01318,2026-01-03,Mobile,Instagram,Electronics,1412.0,1,1,1,0,0.0
U01671,S01671,2026-01-03,Mobile,Direct,Electronics,2144.0,1,0,0,0,0.0
U01937,S01937,2026-01-03,Mobile,Direct,Clothing,10160.0,1,1,0,0,0.0
U08957,S08957,2026-01-03,Desktop,Google,Shoes,1110.0,1,1,1,1,1110.0
U06416,S06416,2026-01-03,Mobile,Instagram,Clothing,5278.0,1,0,0,0,0.0
U07780,S07780,2026-01-03,Desktop,Google,Home,1773.0,1,0,0,0,0.0
U04343,S04343,2026-01-03,Mobile,Google,Clothing,4341.0,1,0,0,0,0.0
U06978,S06978,2026-01-03,Mobile,Direct,Electronics,5942.0,1,0,0,0,0.0
U07839,S07839,2026-01-03,Desktop,Instagram,Clothing,429.0,1,0,0,0,0.0
U01504,S01504,2026-01-03,Mobile,Google,Home,2176.0,1,0,0,0,0.0
U07796,S07796,2026-01-03,Desktop,Google,Home,1937.0,1,0,0,0,0.0
U08480,S08480,2026-01-03,Desktop,Direct,Clothing,3630.0,1,1,1,1,3630.0
U01555,S01555,2026-01-03,Mobile,Facebook,Clothing,3549.0,1,0,0,0,0.0
U00598,S00598,2026-01-03,Desktop,Instagram,Beauty,3161.0,1,0,0,0,0.0
U01428,S01428,2026-01-03,Mobile,Instagram,Clothing,8707.0,1,0,0,0,0.0
U10955,S10955,2026-01-03,Tablet,Email,Clothing,5665.0,1,1,1,1,5665.0
U04430,S04430,2026-01-03,Mobile,Google,Electronics,1444.0,1,0,0,0,0.0
U03375,S03375,2026-01-03,Mobile,Direct,Home,524.0,1,1,0,0,0.0
U06142,S06142,2026-01-03,Mobile,Instagram,Home,5152.0,1,0,0,0,0.0
U08801,S08801,2026-01-03,Mobile,Google,Beauty,2377.0,1,0,0,0,0.0
U07054,S07054,2026-01-03,Mobile,Direct,Clothing,2900.0,1,1,0,0,0.0
U06075,S06075,2026-01-03,Desktop,Instagram,Shoes,3052.0,1,0,0,0,0.0
U00218,S00218,2026-01-03,Mobile,Instagram,Shoes,4078.0,1,0,0,0,0.0
U06634,S06634,2026-01-03,Mobile,Google,Clothing,4276.0,1,0,0,0,0.0
U08277,S08277,2026-01-03,Mobile,Instagram,Shoes,1585.0,1,1,1,1,1585.0
U11388,S11388,2026-01-03,Desktop,Instagram,Clothing,1826.0,1,0,0,0,0.0
U03520,S03520,2026-01-03,Desktop,Direct,Home,2901.0,1,1,1,0,0.0
U07676,S07676,2026-01-03,Mobile,Google,Shoes,2278.0,1,1,1,1,2278.0
U00092,S00092,2026-01-03,Desktop,Google,Home,2421.0,1,0,0,0,0.0
U00157,S00157,2026-01-03,Mobile,Direct,Beauty,558.0,1,0,0,0,0.0
U05759,S05759,2026-01-03,Mobile,Google,Home,3729.0,1,1,1,1,3729.0
U09879,S09879,2026-01-03,Mobile,Direct,Electronics,4284.0,1,0,0,0,0.0
U04214,S04214,2026-01-03,Mobile,Google,Clothing,770.0,1,1,1,0,0.0
U05699,S05699,2026-01-03,Desktop,Direct,Shoes,3635.0,1,0,0,0,0.0
U02934,S02934,2026-01-03,Desktop,Google,Electronics,1184.0,1,1,1,0,0.0
U02794,S02794,2026-01-03,Tablet,Direct,Clothing,4005.0,1,1,1,1,4005.0
U05104,S05104,2026-01-03,Mobile,Facebook,Shoes,4146.0,1,0,0,0,0.0
U03435,S03435,2026-01-03,Mobile,Google,Clothing,2578.0,1,0,0,0,0.0
U09356,S09356,2026-01-03,Mobile,Google,Home,5900.0,1,0,0,0,0.0
U05215,S05215,2026-01-03,Mobile,Google,Electronics,758.0,1,1,1,0,0.0
U07386,S07386,2026-01-03,Desktop,Facebook,Beauty,10066.0,1,1,0,0,0.0
U05787,S05787,2026-01-03,Desktop,Instagram,Beauty,1654.0,1,1,1,1,1654.0
U00778,S00778,2026-01-03,Mobile,Google,Home,4421.0,1,1,1,1,4421.0
U01013,S01013,2026-01-03,Mobile,Facebook,Home,3863.0,1,0,0,0,0.0
U11801,S11801,2026-01-03,Desktop,Direct,Electronics,1685.0,1,0,0,0,0.0
U09818,S09818,2026-01-03,Mobile,Direct,Shoes,10780.0,1,0,0,0,0.0
U11783,S11783,2026-01-03,Mobile,Google,Beauty,1394.0,1,1,1,0,0.0
U10078,S10078,2026-01-03,Mobile,Email,Clothing,3121.0,1,1,1,0,0.0
U04987,S04987,2026-01-03,Desktop,Google,Beauty,4888.0,1,1,1,0,0.0
U04828,S04828,2026-01-03,Mobile,Google,Home,5315.0,1,1,0,0,0.0
U02773,S02773,2026-01-03,Desktop,Instagram,Clothing,973.0,1,1,1,0,0.0
U04976,S04976,2026-01-03,Mobile,Google,Beauty,308.0,1,0,0,0,0.0
U11707,S11707,2026-01-03,Mobile,Google,Beauty,9042.0,1,1,1,1,9042.0
U00071,S00071,2026-01-03,Mobile,Direct,Shoes,1560.0,1,0,0,0,0.0
U00697,S00697,2026-01-04,Desktop,Direct,Home,1787.0,1,0,0,0,0.0
U11328,S11328,2026-01-04,Mobile,Google,Clothing,3310.0,1,1,1,1,3310.0
U02285,S02285,2026-01-04,Mobile,Instagram,Electronics,2777.0,1,0,0,0,0.0
U01904,S01904,2026-01-04,Mobile,Instagram,Shoes,4390.0,1,0,0,0,0.0
U02277,S02277,2026-01-04,Mobile,Direct,Shoes,4869.0,1,1,1,1,4869.0
U01439,S01439,2026-01-04,Tablet,Instagram,Electronics,2756.0,1,0,0,0,0.0
U10776,S10776,2026-01-04,Mobile,Instagram,Home,576.0,1,0,0,0,0.0
U06664,S06664,2026-01-04,Desktop,Direct,Shoes,4607.0,1,0,0,0,0.0
U01963,S01963,2026-01-04,Mobile,Direct,Home,887.0,1,1,1,0,0.0
U11782,S11782,2026-01-04,Mobile,Google,Shoes,4074.0,1,0,0,0,0.0
U09613,S09613,2026-01-04,Desktop,Instagram,Shoes,2205.0,1,0,0,0,0.0
U03890,S03890,2026-01-04,Mobile,Google,Clothing,1988.0,1,1,1,1,1988.0
U04071,S04071,2026-01-04,Mobile,Google,Home,1431.0,1,0,0,0,0.0
U07112,S07112,2026-01-04,Mobile,Instagram,Electronics,10350.0,1,0,0,0,0.0
U05218,S05218,2026-01-04,Mobile,Direct,Electronics,2591.0,1,0,0,0,0.0
U05117,S05117,2026-01-04,Mobile,Instagram,Shoes,1526.0,1,1,1,1,1526.0
U10685,S10685,2026-01-04,Desktop,Instagram,Home,3757.0,1,1,1,1,3757.0
U10992,S10992,2026-01-04,Desktop,Google,Shoes,16069.0,1,1,0,0,0.0
U00586,S00586,2026-01-04,Desktop,Instagram,Home,4556.0,1,0,0,0,0.0
U03811,S03811,2026-01-04,Mobile,Email,Shoes,3096.0,1,0,0,0,0.0
U07113,S07113,2026-01-04,Desktop,Email,Home,3976.0,1,1,0,0,0.0
U00398,S00398,2026-01-04,Mobile,Instagram,Electronics,5222.0,1,0,0,0,0.0
U07105,S07105,2026-01-04,Mobile,Google,Home,1412.0,1,0,0,0,0.0
U04057,S04057,2026-01-04,Mobile,Facebook,Electronics,7798.0,1,0,0,0,0.0
U08362,S08362,2026-01-04,Desktop,Instagram,Beauty,7447.0,1,1,1,0,0.0
U08123,S08123,2026-01-04,Desktop,Facebook,Home,3812.0,1,0,0,0,0.0
U09330,S09330,2026-01-04,Mobile,Instagram,Home,4547.0,1,1,1,1,4547.0
U02525,S02525,2026-01-04,Desktop,Facebook,Electronics,1833.0,1,0,0,0,0.0
U04906,S04906,2026-01-04,Mobile,Google,Beauty,3663.0,1,1,1,1,3663.0
U03671,S03671,2026-01-04,Mobile,Direct,Clothing,2219.0,1,0,0,0,0.0
U10534,S10534,2026-01-04,Desktop,Google,Home,6814.0,1,0,0,0,0.0
U03863,S03863,2026-01-04,Desktop,Instagram,Shoes,977.0,1,0,0,0,0.0
U02682,S02682,2026-01-04,Desktop,Direct,Clothing,3345.0,1,1,1,1,3345.0
U00370,S00370,2026-01-04,Desktop,Google,Shoes,7658.0,1,0,0,0,0.0
U10513,S10513,2026-01-04,Mobile,Instagram,Clothing,4987.0,1,1,1,0,0.0
U07633,S07633,2026-01-04,Desktop,Instagram,Electronics,1980.0,1,0,0,0,0.0
U04838,S04838,2026-01-04,Mobile,Instagram,Electronics,2997.0,1,0,0,0,0.0
U04811,S04811,2026-01-04,Mobile,Facebook,Electronics,1952.0,1,1,0,0,0.0
U11596,S11596,2026-01-04,Mobile,Google,Electronics,2516.0,1,1,0,0,0.0
U07781,S07781,2026-01-04,Desktop,Direct,Home,2039.0,1,0,0,0,0.0
U04765,S04765,2026-01-04,Mobile,Facebook,Clothing,1576.0,1,0,0,0,0.0
U09140,S09140,2026-01-04,Mobile,Facebook,Clothing,1882.0,1,0,0,0,0.0
U07066,S07066,2026-01-04,Desktop,Direct,Clothing,3842.0,1,0,0,0,0.0
U04703,S04703,2026-01-04,Mobile,Google,Clothing,987.0,1,0,0,0,0.0
U00658,S00658,2026-01-04,Mobile,Direct,Beauty,2141.0,1,0,0,0,0.0
U05771,S05771,2026-01-04,Desktop,Facebook,Beauty,1915.0,1,0,0,0,0.0
U07849,S07849,2026-01-04,Mobile,Direct,Home,905.0,1,0,0,0,0.0
U05292,S05292,2026-01-04,Mobile,Google,Electronics,1460.0,1,0,0,0,0.0
U09889,S09889,2026-01-04,Mobile,Instagram,Shoes,783.0,1,1,1,1,783.0
U10876,S10876,2026-01-04,Mobile,Direct,Clothing,2076.0,1,0,0,0,0.0
U00626,S00626,2026-01-04,Mobile,Email,Electronics,1390.0,1,0,0,0,0.0
U06072,S06072,2026-01-04,Mobile,Facebook,Electronics,5695.0,1,1,0,0,0.0
U09250,S09250,2026-01-04,Desktop,Direct,Home,1608.0,1,0,0,0,0.0
U10556,S10556,2026-01-04,Desktop,Google,Electronics,1790.0,1,0,0,0,0.0
U09301,S09301,2026-01-04,Desktop,Google,Home,2485.0,1,1,0,0,0.0
U00503,S00503,2026-01-04,Tablet,Google,Home,4042.0,1,0,0,0,0.0
U07973,S07973,2026-01-04,Mobile,Facebook,Beauty,907.0,1,0,0,0,0.0
U09845,S09845,2026-01-04,Mobile,Direct,Shoes,528.0,1,1,1,1,528.0
U07159,S07159,2026-01-04,Mobile,Google,Clothing,3291.0,1,1,0,0,0.0
U06729,S06729,2026-01-05,Desktop,Instagram,Clothing,10801.0,1,0,0,0,0.0
U03704,S03704,2026-01-05,Desktop,Direct,Clothing,2805.0,1,0,0,0,0.0
U07080,S07080,2026-01-05,Tablet,Instagram,Clothing,1184.0,1,0,0,0,0.0
U08030,S08030,2026-01-05,Mobile,Google,Clothing,1779.0,1,1,1,1,1779.0
U09828,S09828,2026-01-05,Mobile,Google,Beauty,1209.0,1,1,1,1,1209.0
U11806,S11806,2026-01-05,Desktop,Instagram,Home,15507.0,1,0,0,0,0.0
U11919,S11919,2026-01-05,Tablet,Google,Electronics,3005.0,1,0,0,0,0.0
U09846,S09846,2026-01-05,Mobile,Direct,Shoes,761.0,1,0,0,0,0.0
U11820,S11820,2026-01-05,Mobile,Direct,Shoes,1695.0,1,0,0,0,0.0
U08254,S08254,2026-01-05,Desktop,Google,Shoes,12175.0,1,1,1,1,12175.0
U02293,S02293,2026-01-05,Mobile,Email,Electronics,5792.0,1,0,0,0,0.0
U02919,S02919,2026-01-05,Mobile,Direct,Beauty,14001.0,1,0,0,0,0.0
U11375,S11375,2026-01-05,Mobile,Instagram,Electronics,930.0,1,0,0,0,0.0
U08469,S08469,2026-01-05,Mobile,Facebook,Electronics,3075.0,1,0,0,0,0.0
U08287,S08287,2026-01-05,Mobile,Direct,Electronics,5584.0,1,0,0,0,0.0
U06663,S06663,2026-01-05,Mobile,Instagram,Home,6579.0,1,0,0,0,0.0
U07792,S07792,2026-01-05,Mobile,Email,Clothing,3410.0,1,0,0,0,0.0
U02188,S02188,2026-01-05,Mobile,Instagram,Electronics,1499.0,1,0,0,0,0.0
U02653,S02653,2026-01-05,Desktop,Instagram,Home,524.0,1,1,1,1,524.0
U11421,S11421,2026-01-05,Desktop,Google,Beauty,3590.0,1,1,1,1,3590.0
U10381,S10381,2026-01-05,Desktop,Instagram,Electronics,2365.0,1,1,1,1,2365.0
U00240,S00240,2026-01-05,Mobile,Direct,Clothing,3997.0,1,0,0,0,0.0
U08732,S08732,2026-01-05,Mobile,Google,Shoes,2010.0,1,1,1,0,0.0
U08739,S08739,2026-01-05,Desktop,Direct,Home,2243.0,1,1,0,0,0.0
U01416,S01416,2026-01-05,Desktop,Google,Beauty,1087.0,1,0,0,0,0.0
U02526,S02526,2026-01-05,Mobile,Email,Clothing,2608.0,1,0,0,0,0.0
U01136,S01136,2026-01-05,Mobile,Facebook,Shoes,1964.0,1,1,1,1,1964.0
U09313,S09313,2026-01-05,Mobile,Direct,Home,2630.0,1,0,0,0,0.0
U03385,S03385,2026-01-05,Mobile,Google,Home,479.0,1,0,0,0,0.0
U05730,S05730,2026-01-05,Mobile,Instagram,Clothing,4607.0,1,0,0,0,0.0
U05745,S05745,2026-01-05,Desktop,Instagram,Clothing,4486.0,1,0,0,0,0.0
U02598,S02598,2026-01-05,Mobile,Google,Clothing,802.0,1,1,0,0,0.0
U05785,S05785,2026-01-05,Mobile,Instagram,Beauty,1396.0,1,0,0,0,0.0
U01312,S01312,2026-01-05,Tablet,Direct,Shoes,5671.0,1,1,1,1,5671.0
U07678,S07678,2026-01-05,Tablet,Email,Beauty,2764.0,1,0,0,0,0.0
U02625,S02625,2026-01-05,Mobile,Facebook,Clothing,945.0,1,0,0,0,0.0
U09094,S09094,2026-01-05,Mobile,Direct,Home,17220.0,1,0,0,0,0.0
U02637,S02637,2026-01-05,Mobile,Direct,Beauty,4483.0,1,1,0,0,0.0
U02647,S02647,2026-01-05,Desktop,Google,Electronics,8388.0,1,0,0,0,0.0
U01084,S01084,2026-01-05,Desktop,Email,Beauty,4578.0,1,0,0,0,0.0
U02443,S02443,2026-01-05,Mobile,Google,Beauty,4013.0,1,0,0,0,0.0
